Name,Date,Type,Shipbuilder,Builder,Official Number,Construction,id,Dimensions,Owner,Shipowner,Associated,Description
HEATHER BELL,1855,SHIP,DUTHIE,,,WOOD,99554,"length 153.9 x breadth 28.3 x depth 17.8
gross tonnage 490 tons",Brown & Co.,,,"Rig: SHIP

1 deck, 3 masts, barque rigged, round stern, carvel built, shield figurehead, wood frame.
Subscribing Owner: James Anderson, 1 Billiber Court, London, 64 shares.
Registration cancelled 22nd November 1881, vessel sold to new owners in Melbuorne, Australia.
(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

Purchased by Samuel Tulloch (owner of STAR OF TASMANIA) sometime between 1862 and 1866.  

Masters
1856/1865: Harmondworth
1866/1865: J. Gowdie
1872/1880: W. Jones
1881: T. Leeman
1882/1883: T. Bicknell
1884: Mabb

Owners: 
1856/1865: Brown & Co.
1866/1871: Samuel Tulloch
1872/1881: Anderson & Co.
1882/1883: E. Miles
1884: G. Bailey

Voyage:
1856: Aberdeen - Hobart
1857-62: London - Australia
1863-65: Van Diemen's Land
1866-81: Liverpool - South America
1882-84: London - Australia

Registered in Aberdeen 1855
Registered in Hobart Town New Zealand 1856
Registered in Sydney Australia 1882
Registered in Adelaine Australia 1884

Some general  repairs 1860, 62, 73, 77
Some damage repairs 1866
Felt and yellow metal replaced 1866, 71, 73, 74, 77, 80, 83

Finally broken up in Sydney 1894

Source: Lloyd's Register of Shipping

"
HEATHERY BRAE,1910,DRIFTER,DUTHIE,,,STEEL,99811,"length 86' x breadth 18.1' x depth 8.7'
gross tonnage 90 tons",,"A Innes, Banff, INS118",,"Yard Number. 338
Date of Build/Launch: March 1920

16 inch triple expansion engine by Lewis of Torry, 37RHP.

1915: Sold to Daniel Baikie & Wm Baikie, Hopeman.
1917-19: Requisitioned by the Admiralty as an Examination / Pilot Vessel & fitted with a 3 pdr anti aircraft gun.
1919: Sold to J. Wood, A. Innes & others, Portknockie and re-registered BF 105.
1928: Sold to J. Pirie, Portknockie.
1940/44: Requisitioned by the Admiralty as Boom Defence Vessel.
1945: Sold to Gilbert & J. Buchan, Inverallochy and re-registered FR 41.
1947: Sold to Miss L. B. Wood, Milford Haven and re-registered M 170.
1949: Owner L. N. Buskwood, Milford Haven.
1952: Converted to a salvage vessel.
1953: Foundered in Bristol Channel.
With acknowledgement to Mr J. Reid 'Steam Drifters recalled'."
HEBDEN,1908,STEAMER,DUTHIE TORRY,,,STEEL,99792,"length 126.2' x breadth 22.6' x depth 12.0'
gross tonnage 264 tons","J Potter, Blackpool",,,"Yard Number: 330
Date of Build/Launch: November 1908

Type: Steam Screw Steamer, built for trawling

Subsequent Names: CHIRE; RIO QUADIANA; JUPITER

Trip expansion 3 cylinder steam engine by W.V.V. Lidgerwood, Glasgow, 73N.H.P.
Boiler by W.V.V. Liderwood, 180lbs.

1909: Probably sold in 1909 and name changed to CHIRE.
1910-11: Lloyd's Register gives owner as 'Empresa des Pescarias Norte Ltd (Manager C. J. Sabido) with an office at Rua De S. Bento, Lisbon, Portugal and vessel's name CHIRE.
1914-15: Lloyd's Register lists same owner as above.
1918-19: Lloyd's Register lists same owner as above but in November 1915 the vessel's character was deleted from the Register Book because of non-compliance with the Society's Rules regarding Surveys, etc.
1920-21: Lloyd's Register lists same owner as above.
1925-26: Lloyd's Register vessel reappears under the name of JUPITER (ex RIO GUDIANA) and owned by Companhia Portuguesa de Pesca, Rua 24 de Julho, Lisbon.
1930-31: Lloyd's Register lists vessel under same name of JUPITER (ex RIO GUADIANA, ex CHIRE, ex HEBDEN) and same owners.
1939-40: Lloyd's Register lists same name and owners as above.
1975-76: Lloyd's Register vessel continuously under the same owner - address now Avenida 24 de Julio 3-2, Lisbon.
1977-78: Lloyd's Register lists same owner but address Edificio dos Armadores, 5 Doca de Pesca (Pedroucos) Lisbon 3. 
No further mention after 1978 and no mention of vessel being broken up.
Source: Lloyd's Register of Shipping

Sold to Empreza de Pescarias Norte Ltda, Lisbon in 1915 and renamed CHIRE.  
Renamed RIO GUADIANA.  
In 1920, sold to Empreza Jupiter, Lisbon and renamed JUPITER.
Owned later by Cia Portugueza de Pesca, Lisbon."
HEBRIDES,1964,"FERRY, PASSENGER, VEHICLE","Hall, Russell & Company, Limited",,305301/6401165,,101625,"length 220' x breadth 43' x  depth 13'
tonnage 2104 ton","Secretary of State for Scotland, Leith",,,"Yard Number: 910
Identity Number: 6401165

Subsequent Names: DEVONIUN; ILLYRIA

Type: Car/Passenger Ro/Ro Ferry
Engines by Crossley Bros Ltd, Manchester.
Construction: welded

Owner: Secretary of State for Scotland, Leith (Caledonian MacBrayne)
Manager: Caledonian MacBrayne Glasgow

HEBRIDES was the first of three ships being ordered by Caledonian MacBrayne for service to the Western Isles of Scotland.  The other two ships were the CLANSMAN 911 and COLUMBA 912 which was still operating in 2010 as the HEBRIDEAN PRINCESS.  The ferries were built as side loading car ferries with a ramp and lift forward of the bridge front and twin propellers aft.

Not registered after 1982-83 as HEBRIDES in Lloyd's Register of Shipping.

1985: Became DEVONIUN of Torbay Seaways
1993: Renamed ILLYRIA by Greek owners (Illiria Lines) although she worked between Italy and Albania. 
During 1998: She was in the Caribbean working out of St. Vincent and the Grenadines. 
1999: Caught fire in Eleusis Bay, Greece. Damaged and laid-up.
July 2003: Sold to Turkey for breaking.
September 2003: Demolished in India.

Most information from:
Deayton, Alistair, CalMac: An Illustrated History of Caledonian MacBrayne (Chalford: Amberley Publishing, 2015)

Throughout her Western Isles career (1964-85) Hebrides was employed on Uig (Skye) | Tarbet (Harris) | Lochmaddy (North Uist).
Service: She proved very reliable except in 1981, when she lost a rudder and was towed to Greenock for replacement. It had to be manufactured and she did not return in service until 1 July, having been off duty for a month. 
One of her most unusual 'passengers' was in Sept. 1980, when she carried from Lochmaddy to Uig the (at that time) celebrated grizzly bear Hercules, which had been loose in N. Uist for 3 weeks [Liverpool Echo, 17/09/1980].
In 1979 the crew presented a retiring pier worker at Uig with a silver tea set to thank him for awaiting the arrival of the ship regardless of the weather for 9 years [Press + Journal, 27/11/1979].
In 1981 Highland Regional Council awarded a contract for removing silt from the berth used by Hebrides at Uig [Press + Journal, 14/05/1981].
The most frequent diversions by Hebrides from her normal roster were to make livestock sailings, usually, to Oban - from Lochboisdale, Castlebay, Lochmaddy, Tiree, Coll and Colonsay.
For her last 4 years in CalMac service she was laid up at Greenock in late winter, usually for 2 months. She made her final CalMac sailings on 13 Nov. 1985 and was sold to Torbay Seaways for planned service from Torquay to Channel Islands.
"
HECTOR,1807,BRIG,,,,Wood.,152958,Gross tonnage: 90 tons.,,,,"1808: Master - Hector; Owner - Hector & co.; Voyage - Liverpool to Newry.
1809: Master - Hector; Voyage - London to Cadiz
                        E. James
1810: Master - E. James
                        J. Reid; No Voyage, just Plymouth.
1811: Master - J. Reid; Voyage - London to Heligoland
1812: Master - B. Gaze; Owner - Barrett & Co.; Yarmouth Coaster"
HELEN,1822,SHIP,DUTHIE,,,WOOD,99446,gross tonnage 67 tons,,,,"Date: 1821 or 1822

Construction: Wood, Single Deck; Type: Sloop

Lloyds Classification A1

Master:
1821/1830: G Wilson
1831: G Wilson / Robinson
1832/1839: G Wilson

Owner:
1821/1839: G Wilson

Route:
1821: Coasting
1823/1824: Yarmouth / Aberdeen
1825: London / Coastal
1826: London / St M ?
1827: London / Coastal
1828: Lyn / Coastal
1830/1831: Workington / Coastal
1832: Cork / Coastal
1833: Leith / Coastal
1839: Aberdeen / Sunderland

Notes:
1835: Part new Wales & some repairs
1839: Iron Bolts added
1839: Now registered at Banff
1840: No longer listed in Lloyds

(Source: Lloyd's Register of Shipping)
"
HELEN,1821,SHIP,DUTHIE,,,WOOD,99494,gross tonnage 67 tons,,,,"1822/23: Master G. Wilson; Owner G. Wilson; Voyage Yarmouth - Aberdeen
1824: Master G. Wilson; Owner G. Wilson; Voyage Yarmouth - Aberdeen
1825: Owner Captain & others; London Coaster
1826: Master G. Wilson; London - St. Mic? (St Michael's? (Azores?))
1927/28: London Coaster
1830/31: Workington Coaster
1832: Cork Coaster
1839: Master G. Wilson; Owner G. Wilson; Registered MacDuff; Route Aberdeen - Sunderland."
HELEN,1820,BRIG,ADAMSON,,,WOOD,100820,Registered Tonnage: 120 ton,,,,"Rig: BRIG

1820/21: Master J. Livie; Owner A. Livie; Voyage London - Hamburg
1822: Voyage London - Hamburg, Liverpool - Genoa
1823: Voyage Liverpool - Leghorn
1824: Master Milne, owned by Scott & Co.; Voyage Dundee - Charleston
1825: Master G. Milne; Voyage London - Naples
1826: Master Miller; Voyage London - Leghorn
1827/28/30/31: Master G. Milne; Voyage London - Naples
1832: Master A. Scott; Voyage Falmouth
1839: Master Torrance; Owner J. Warden; Registered Leith; Dublin Coaster
1840: Route Leith - Copenhagen"
HELEN BLACK,1868,BARQUE,A. HALL & Co.,,,WOOD,100178,"length 132.8' x breadth 25.5' x depth 14'
gross tonnage 305 tons","Glover Brothers, Aberdeen",,,"Rig: BARQUE
Yard Number: 257
Date of Build/Launch: January 1868

Builder's List: Contract £4,000.

Lost: 1871

Aberdeen Register of Shipping (Aberdeen City Archives):
Registered 03/02/1868; 1 deck, 3 masts, barque rigged, round stern, carvel built, no galleries, demi female figurehead.
Original Owners: Charles Thomas Glover; Shipowner (32 shares); Alexander McCallum, Master Mariner (16) [both Aberdeen]; Joseph Donnell, Liverpool, Manufacturer (16).
07/02/1868: Charles Thomas Glover, McCallum and Donnell 64 shares to Thomas Blake Glover, Nagasaki, Japan, Merchant. Empowering Thomas Blake Glover to sell ship for sum not less that £100 at any port of Japan or China within 24 months.
18/11/1870: Charles Thomas Glover 8 shares to William James Glover, Aberdeen, Shipmaster.
28/04/1871: Charles Thomas Glover 24 shares and William James Glover 8 shares to Charles Edward Dixon, Merchant, Liverpool; John Cardno Couper, Shipowner, Craigiebuckler and Charles Brown Davidson, Advocate, Aberdeen (jointly).
04/11/1871: Registry cancelled - vessel left Hong King 31/08 last and has not been heard of since.

Lloyd's Register of Shipping:
1870-71, 1871-72: Owners Glover Bros.; Port belonging to Aberdeen; Master McCallum; Destined voyage Aberdeen - China.
1872-73: No reference."
HELENE,1976,TRAWLER,John Lewis & Sons,,,STEEL,101769,"length 26.24m x breadth 6.8m x depth 2.5m
Gross Tonnage: 120 ton",Don Fishing Company Limited,,,"Subsequent names: Lynden 2 2002-2010 

Yard Number: 402
Date of build/launch: 1976 
Shipbuilder: John Lewis 
Owner: Don Fishing Co. and others, Peterhead 
Manager: John Wood Group 

Hull details: 
Type: Trawler 
Listed in Lloyds as HELENE until 1983-84."
HELENE,1976,SEINE,,,Al3221,Welded Rivet,152944,"Length: 86'
Breadth: 22'
Depth: 11'
Gross Tonnage: 114 tons",,,,"Yard number: 402

HELENE: 1976-2002
LYNDEN: 2002-current

HELENE was built as a seine net fishing trawler, based on a John Lewis pocket trawler design for Don Fishing Co. and was similar to the previous John Lewis bot INTERNOS Yard #401. HELENE was sold to Lynden Partnership, Fraserburgh and renamed LYNDEN and rigged for twin rig trawl for prawns. The Mirless engine was replaced with a Mitsubishi S6R-MPTK 447 640hp. Latest info is that it is still fishing from Fraserburgh 2010."
HELENS & EDERRA,1827,SCHOONER,A. HALL & Co.,,,WOOD,99969,,,,,"Rig: SCHOONER
Yard Number: 50

Lloyd's Register of Shipping holds information on the following vessel:
HELENS & ELENORA (same vessel?)
Date of Build: 1827
Owner: Milne & Co.
Gross tonnage 85 tons

Owner: Milne & Co, Fraserburgh with a Simon Milne a possible part or sole owner being also listed as Master (see below).

Master:
1827/1833: Simon Milne

Owners:
1827/1833: Milne & Co

Route:
1828/29: London / Coastal; master, S. Milne
1830: Cork / Coastal
1831/1832: Hull / Humberside; Tonnage 84 tons
1833: London / Gothenburg

Cost: £735

Lloyd's Classification A1

Note: This ship is not found in the Aberdeen Shipping Records.
"
HELFORD,1943,FRIGATE,"Hall, Russell & Company, Limited",,,,101500,"length 283' x breadth 36' 6"" x depth 17' 6""",,Admiralty,,"HMS Helford (K 252)
The Royal Navy
Built by: Hall Russell & Co. Ltd (Aberdeen, Scotland): Yarrow Shipbuilders Ltd. (Scotstoun, Scotland)

Yard Number: 770

River Class Frigate

Laid Down: 27 June 1942
Launched: 6 February 1943
Commissioned: 26 June 1943

Commanding Officers:
?? - 26 July 1943 
Cdr. Charles George Cuthbertson, DSC, RNR
26 July 1943 - still in command in October 1945 according to the Navy List.

Arrived 29 June 1956 at Troon to be broken up.

"
HENRY,1819,SLOOP,ADAMSON,,,WOOD,100818,Registered Tonnage: 61 ton,,,,"Rig: SLOOP

1821/22: Master A. Calder; Owner J. Miller; Voyage Waterford, Dublin
1823: Master A. Calder / A. Bain; Voyage Liverpool -Sligo
1824: Master A. Bain; Voyage Lynn (King's Lynn?)
1825: Voyage Waterford - Liverpool
1826: Voyage Waterford Coast
1827/28/30/31: Voyage Yarmouth - Liverpool
1832: Master R. Miller; Leith Coaster
1833: Liverpool Coaster"
HENRY BUTCHER,1918,STEAM TRAWLER,"Hall, Russell & Company, Limited",,143468,,101366,"length 115 3/12' x breadth 22 1/12' x depth 13'
Gross Tonnage: 203 ton",Admiralty,,,"Yard Number: 628
Date of Build/Launch: April 1918

Renamed: RIVER TAY, A188 (1919)

1919: Owned by Montrose F Co. Ltd, Montrose and renamed RIVER TAY. ME112.
1923: Owned by Paton's Tr. Ltd, Glasgow.
1929: Owned by R Martin, Granton. GN54
1930: Owned by G F Paton, Granton.
1943: Owner now Ardrossan Trawling Co.

29/11/1943, from Shipwreck Index:
Mull, Sound of Mull, Rubha an Ridre, 56.30.10N, 05.42W
A fishing trawler that drove ashore in a gale after her engine broke down. She is reported as having thrown all her bunker coal overboard and refloated herself, but Lloyd's Casualty Returns suggests she remained on the rocks very close to where the Man-o'-War DARTMOUTH and the coaster BALLISTA were lost. She was on a fishing trip from Granton."
HENRY MICHIE,1827,SCHOONER,STEPHEN,,,WOOD,100773,"length 57 5/6' x breadth 18 1/3' x depth 10 3/6'
Registered Tonnage: 82 ton",,,,"1 deck, 2 masts, hermaphrodite rigged, standing bowsprit, square stern, carvel built, no galleries or figurehead.

Subscribing Owners in 1827:
Alexander Stephen, Shipbuilder, 4 shares; Forbes Michie, Ship Carpenter, 16 shraes; Robert Leitch, Master, 24 shares; all Aberdeen.

Other Shareholders in 1827:
Helen Murray, Widow of Andrew Murray, Late Tanner in Longhaven, near Cruden Bay, 8 shares; Isobel Connon, Wife of John Connon, Ship Carpenter, Lately of Aberdeeen now of Banff, 8 shares; Jean Allan, Wife of George Allan, Shipmaster, 4 shares; all Aberdeen.

Master Robert Leitch - 1827

(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

1828/30/31: Master R. Leech; Owner Leech & Others; Voyage Cork - London
1832: Master R. Leech; Owner Leech & Others; Voyage Cork - London
1833: Master R. Leech; Owner Leech & Others; Described as Waterford Coaster
1839: No trace

(Source: Lloyd's Register of Shipping)"
HEORTNESSE,1911,STEAM TRAWLER,"Hall, Russell & Company, Limited",,124312,,101210,"length 112 9/12' x breadth 22 1/12' x depth 12 9/12'
Gross Tonnage: 198 ton","Hartness Steam Fishing Company Limited, Hartlepool",,,"HEORTNESSE, HL57
Yard Number: 490

Owned by J Graham & Son, Hartlepool.

1914: Owned by Hartness S. F. Co., Hartlepool.
September 1914: Requisitioned and converted to minesweeper.
1919: Returned to owners.
1939/40: No longer in existence. In 1939/40 list of shipbuilders and ships still in existence vessel is listed as 'no longer in existence'.  Vessel not found in lists of ships broken up, etc and war losses 1938-40.
1937/38: Scrapped."
HERALD,1826,BARQUE,ADAMSON,,,WOOD,100828,"length 93 9/12' x breadth 27 9/12' x depth 6 5/6'
Registered Tonnage: 306 ton",,,,"Date of Build/Launch: March 1826

2 decks, 3 masts, barque rigged, standing bowsprit, square stern, carvel built, no galleries, male figurehead

Owners (1826):
James Forbes, Merchant, 16/64
Alex Chivas, Advocate, 4/64
James Goldie*, Shipmaster, 16/64

Master: James Goldie*

Owned in 1836 by Alexander Bannerman, Merchant; Alexander Chivas, Advocate and James Goldie, Shipmaster and Master of vessel.
Registration cancelled - totally lost 12 March 1839.

(Source: Aberdeen Register of Shipping 1826, No. 26 (Aberdeen City Archives))

Lloyd's Register:
1827, 1830, 1833: Owner J. Forbes; Master J. Gouldie; Draft 15ft; Destined Voyage Dundee - Charleston, South Carolina.

Liverpool Mercury, 06/07/1827:
Fraud in cotton - Captain Goldie of barque HERALD, arrived at Savanna [Georgia] from Aberdeen, has in charge several bales cotton fradulantly packed, which were shipped at Savannah. Two of the bags had about 30 pounds of seed each in the centre which, with the cotton round it, was well saturated with water.  A quantity of small stones were also found in other bags."
HERALD,1808,BRIG,,,303250,Wood.,152959,Gross tonnage: 108 tons.,,,,"Note: Date of build is an estimate.

1808-10: Master - T. Scott; Owner - A. Gibbon; Voyage - London to Madeira."
HERCULES,1772,BRIG,,,,WOOD,110963,tonnage 200 tons,,,,"Single Deck, Some Repairs 1882, 3 Guns

Lloyds Register E1

Master:
1784: Hannowel
1778: J Davidson
1782: Allan

Owners:
1784: Captain Hannowel & Co
1778: Brebner & Co
1782: Simpson

Route:
1784: London  Dublin
1778: Straits / London
1782: Unknown
"
HERMES,1893,TRAWLER,A. HALL & Co.,,99592,STEEL,100267,"


length 104.9' x breadth 20.7' x depth 11.4'
Gross Tonnage: 167 ton","Anglo Norwegian S F Co. Ltd, Hull",,,"Yard Number: 347
Type: Steam Trawler
Date of Build/Launch: April 1893

Owned in 1900 by D J McKinnon & Son, Dundee.  

Left port on 10 February 1900. Wreckage belonging to vessel subsequently washed ashore. Not since hard of. Position unknown."
HERMIONE,1876,SHIP,A. HALL & Co.,,72368,IRON,100212,"length 219.4' x breadth 35' x depth 21'
gross tonnage 1176tons",,Shaw Savill and Albion Company Limited,,"Rig: SHIP
Type: Sailing
Yard Number: 291
Date of Launch/Build: October 1876
Owner: Shaw, Savill and Co.
Port of Registry: Southampton

Lloyd's Register:
1877-8: Owners Shaw, Savill and Co. Port belonging to Southampton. Master D. T. Roberts.
1880-1, 1884-5, 1885-6, 1886-7: As 1877-8 (Surveys London 7/79, 7/83).
1887-8, 1888-9, 1890-1, 1891-2: Master E. J. Parker.
1895-6, 1896-7, 1897-8, 1898-9: Master J. Cories.
1899-1900: Owners still Shaw Savill and Co. Master J. J. Alsop.

HERMIONE did 21 voyages to New Zealand.  She was sold on to an Italian Shipping Co., and renamed MANTOVA.  She was broken up in Genoa in 1913.

Glasgow Herald, 25/11/1891:
HERMIONE, British, ship, London - Auckland October 5, Lat. 3S, Long. 30W [off Brazil].

Glasgow Herald, 24/06/1893:
HERMIONE, ship, Canterbury for London, May 30, 10N, 28W [off W. Africa], all well.

Glasgow Herald, 11/09/1894:
HERMIONE, ship of Southampton, August 17, 6S, 32W [off Brazil], all well.

Glasgow Herald, 21/02/1895:
HERMIONE, ship, Lyttleton to London, January 13, 55S, 79W [off Punta Arenas]."
HERO,1822,SLOOP,DUTHIE,,,WOOD,99449,"length 58'9"" x breadth 18'7"" x depth 10'2""
gross tonnage 83 14/94 tons",,,,"Date of Build/Launch: 11 January 1822
Re-registered 6 December 1825

1 deck, 1 mast, smack rigged, running bowsprit, square stern, carvel built, no figurehead.

Owner:
Aberdeen & Newcastle Shipping Company 64/64 per:-
Neil Smith, Merchant (Trustee)
Andrew Oldman, Merchant (Trustee)
Leslie Cruickshank, Merchant (Trustee)
plus
Will. McKinnon, Glazier (Trustee)
George Smith, Merchant (Trustee)

Master: John Taylor

(Source: Aberdeen Register of Shipping 1825 No. 120 (Aberdeen City Archives))

1826: Described as schooner; Master Cravie; Owner Smith; London Coaster; Date of build 1823; 82 tons
1832/33: Master Michen; Owner J. Michen; London Coaster; 83 tons"
HERO,1845,BARQUE,DUTHIE,,23150,WOOD,99530,"length 116' x breadth 24.5' x depth 6'
gross tonnage: 288 tons",,William Duthie,,"
Aberdeen Register of Ships (Aberdeen City Archives):
Registered Aberdeen 12/3/1845, 1 1/2 poop decks, 3 masts, man figurehead.
Subscribing owners: William Duthie, Shipowner (40 shares); Alexander Duthie, Shipbuilder (8); James Donald, Shipmaster (8)
Other owners: John Duthie, Shipbuilder (8) [James Donald Master]
17/05/1852: Lewis Walsh appointed Master in London in room of James Donald.
13/10/1852: James Donald 8 shares - William Duthie.
16/06/1853: Robert Alexander endorsed Master at London in room of Lewis Walsh.
14/05/1855: James Bowman endrosed Master at Launceston, Van Diemen's Land.

Lloyd's Register:
1845: Owners W. Duthie, built Aberdeen 1845, Master J. Donald, Barque
1850, 1853: Destined voyage London - Port Phillipheads, Victoria, Australia.
1857: Master J. Bowman. Destined voyage London - Launceston, Tasmania.
1861, 1865-6, 1868-9, 1869-70: Destined voyage Aberdeen-Archangel.
1870-1: No reference."
HERO,1842,SCHOONER,A. HALL & Co.,,,WOOD,100063,"length 64.2' x breadth 14.4' x depth 8.8'
gross tonnage 52 tons",,,,"Rig: SCHOONER
Yard Number: 142

Owner: Andrew Aikman, St. Andrews

Cost £996 - £12 per ton"
HERO,1950,"STEAMER, CARGO","Hall, Russell & Company, Limited",,,STEEL,101543,"length 264' x breadth 41' 11"" x depth 19'
Gross Tonnage: 1838 ton",,"Bruusgaard, Kiosteruds Skibs A/S, Drammen",,"Yard Number: 822

Subsequent Names: CITY OF VICTORIA (1962); DIFFURIMAADU (1966)

Source ""Burntisland and Hall Russell Shipyard Journal"" 22 (1) p17-18, 1951:
At launch was named by Mrs Borghild Fosby. Sister ship to the HYDRA. Built for China coastal trading. Built for varied cargoes. The boilers are arranged to burn either oil fuel or coal.
Photos, page 17:
""Assembled for the launch of the ""Hero""
""Hero entering the water""
""Hero running her trials""

1962: Change of name to CITY OF VICTORIA and of owners to Leecho Steamship Co. S.A. Registered in Panama.

1966: Change of name to DIFFURIMAADU and of owners to Government of the Maldive Islands, Maldivian Nationale Trading Corp. (Ceylon) Ltd.

July 1970: Caught fire in lat. 26 25N, long 55 57E. Subsequently taken in tow and beached off Dubai where burnt out and condemned. She was on a voyage from Colombo to Basrah with a cargo of tea and general cargo."
HERO,1769,BRIGANTINE,,,,WOOD,110820,"Draft when loaded 10'
tonnage 100 tons",,,,"Single Deck

Lloyds Classification E2

Master:
1778/1780: H Crawford

Owner:
1778/1780: Captain & Co

Route:
1778/1880: Dublin / Gothenburg 
"
HERO,1801,SNOW,,,,,118963,gross tonnage 184 tons,,,,"1802/03: Master A. Gray; Owner Jamieson & Co. (or Jameston & Co.?); Voyage London - Archangel
1803: Voyage London - Amsterdam
1804: Master A. Gray; Owner Jamieson & Co.; Voyage London - Amsterdam
1805: Voyage London - Stettin
1806: Cs Transp (Cowes Transportation)
1807: Voyage London - Baltic
1808: Master A. Gray (P. Hilman written underneath); Owner J. Jamieson; Voyage London - Baltic
1809: Master P. Hilman; Owner Jamieson; Voyage Cowes - Newfoundland
1810/11: Master Keith; Voyage London - Mgdre
1812/13/14: Voyage Cork - Lisbon
1815: Owner Bannerman; Voyage Plymouth - London
1816: Voyage London - Antwerp
1818: Voyage Plymouth - Leghorn
1819/20: Owner Captain (J. Keith)
1821: Master J. Keith (W. Dawson written underneath)
1822: Master W. Dawson; Owner Captain & Co.; Voyage Falmouth - Wales
1823/24: No voyage given
1825: Voyage Exmouth - Wales
1826: Owner Brown & Co.; Sunderland Coaster
1827: Owner Captain & Co.; Topsham Coaster (River Exe)
1828: Exmouth Coaster
1830/31/32/33: Exmouth Coaster
No further mention of vessel after this date.

Source: Lloyd's Register of Shipping"
HEROINE,1844,SCHOONER,A. HALL & Co.,,,WOOD,100065,gross tonnage 109 tons,,,,"Rig: SCHOONER
Yard Number: 144
Owner: Cormack, Wick
Hull Type: Sailing

Lloyd's Register:
1845:  Owner and Master Cormack. Port belonging to Wick. Destined voyage Aberdeen-Coastal.
1850:  Owner Ross and Co., Master Congalton. Port belonging to Inverness. Destined voyage Leith-Coastal.
1852, 1853, 1855:  Owner Cormack and (blank), Master D. Cormack. Destined voyage London-Africa (1855- destined voyage blank).
1856:  No reference.

Daily News, 08/11/1853:
Schooner HEROINE sailed from London about 18 months ago on a trading voyage to Africa, her owner Captain Cormack being master. He traded with the King of Tabout on credit, to be paid for in palm oil, etc., and having failed to receive this, took the King and some of his people and kept them on the vessel.  The King's son and subjects came out in canoes and boarded the vessel.  Capt. Cormack was stabbed from behing and pitched overboard and remainder of crew except one boy were murdered.  2 days later the brig TWEED chanced to anchor there and paid the natives to give up the HEROINE.  The ship was brought home with difficulty by Capt. Stafford, being dismasted in a heavy gale near the Western Isles.

Aberdeen Journal, 23/11/1853:
Treacherously murdered by the natives of Tabou, West Africa, on 11 July aboard the schooner HEROINE, Captain Daniel Cormack of Wick, age 39.

Morning Chronicle, 09/01/1854:
Grand Tabou, a large village 30 miles East of Cape Palmas [Liberia] has been destroyed with shot and shell from H.M.S. PENELOPE in consequence of the brutal murder of Captain and crew of British merchant schooner HEROINE.

Liverpool Mercury, 10/10/1854:
The afficted widow and boy of the late lamented Capt. Cormack of British Schooner HEROINE, massacred on the cost of Africa, most respectfully solicit at the hands of merchants, captains and the charitable public at large a little means by which she may be able to support herself and child in some respectable business."
HERRADURA,1868,SHIP,A. HALL & Co.,,,COMPOSITE,100181,"length 169' 2"" x breadth 30' 6"" x depth 17' 6""
gross tonnage 612 tons",,,,"Rig: SHIP
Yard Number: 260

Owner W. Le Lacheur, registered London.  Cost £12,092

6th December 1869 rounded Cape Horn with 3 others.

This vessel was sold to Scopinich, Lussinpicolo, Austro-Hungary in 1886 and to Tremel of Hamburg in 1896 and renamed GUARANY.

Star, St. Peter Port, 04/11/1871:
Spoken, Ship Herradura, Le Lacheur, from London for Costa Rica, 28 days out, 5 October.

Morning Bulletin, Rockhampton, Queensland, 13/06/1884:
Herradura, Barque, 613 tons, was to leave London 10 May.

Central Queensland Herald, 13/11/1952:
""Our History"" - after a voyage of 88 days from London, 613-ton Barque Herradura arrived in Keppel Bay, in Rockhampton, Queensland, on 30 August 1884.

""Guarany"" in Record of American and Foreign Shipping registered up to 1897 as being owned by A. Trommel & Co. of Hamburg, master: Schade R."
HESPERUS,1975,TRAWLER,John Lewis & Sons,,,,101761,length 75 1/6',,,,"Yard Number: 391
Official Number: A10801

HESPERUS was a John Lewis pocket fishing class trawler built for Watt and others of MacDuff, who owned the vessel until 1995. Its new owners were Banffshire Fish Selling who named it BENAIAH and owned it until 2003 when it was scrapped (date and location unknown).

Sister ship to VESPER."
HEUGH,1914,TRAWLER,A. HALL & Co.,,137104,STEEL,100426,"length 115' 5"" x breadth 22' 1"" x depth 14' 3""
Gross Tonnage: 200 ton",,"Heugh S T Co. Ltd/John Graham & Sons, Hartlepool",,"Yard Number: 507
Launched in November 1914.   

Renamed: VIKING HONOUR (1946)

Requisitioned in May 1915 and converted to minesweeper.  
Returned to owners, 1919.
Owned in 1940 by Walker S T F Co. Ltd, Hartlepool.  
Owned in 1943 by A Bruce, Aberdeen. (A180) 
Owned in 1944 by G Robb & Sons Ltd., Aberdeen.  
Renamed VIKING HONOUR.  
Scrapped 1960."
HIBERNIA,1816,BRIG,,,,WOOD,117483,gross tonnage 113 tons,,,,"Construction: Single deck, sheathed with copper and with iron cables.

Lloyd's Classification A1

1821: Master R. Lamb; Owner Aberdeen Shipping Co; Designated London Coaster
1822/23/24: Owner Matthews; Leith Coaster
1825: Owner Matthews; Leith Coaster
1826: Master J. Allard; Owner Fox & Co.; Voyage Plymouth - Newfoundland
1827/28: Master R. Lamb; Owner Matthews; Leith Coaster"
